Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
SP1,2024-01-31,20:00,Ath Madrid,Vallecano,2,1,H,1,1,D,8,10,3,2,11,13,5,6,0,3,0,0
SP1,2024-02-01,20:00,Getafe,Real Madrid,0,2,A,0,1,A,10,16,2,9,16,5,2,6,1,2,0,0
SP1,2024-02-02,20:00,Ath Bilbao,Mallorca,4,0,H,2,0,H,13,6,6,2,17,15,6,2,0,1,0,0
SP1,2024-02-03,17:30,Alaves,Barcelona,1,3,A,0,1,A,13,8,2,5,15,10,14,5,2,2,0,1
SP1,2024-02-03,13:00,Valencia,Almeria,2,1,H,2,0,H,7,15,2,5,17,16,0,6,4,5,0,0
SP1,2024-02-03,15:15,Granada,Las Palmas,1,1,D,1,0,H,3,16,1,6,6,16,2,9,4,3,1,1
SP1,2024-02-03,20:00,Girona,Sociedad,0,0,D,0,0,D,11,11,3,2,8,19,3,4,2,3,0,0
SP1,2024-02-04,15:15,Osasuna,Celta,0,3,A,0,2,A,18,6,1,5,10,10,9,1,2,0,0,0
SP1,2024-02-04,17:30,Betis,Getafe,1,1,D,1,1,D,9,11,3,2,9,19,3,5,7,4,0,0
SP1,2024-02-04,20:00,Real Madrid,Ath Madrid,1,1,D,1,0,H,17,10,4,5,6,15,2,8,0,5,0,0
SP1,2024-02-04,13:00,Villarreal,Cadiz,0,0,D,0,0,D,19,8,4,2,14,14,13,2,3,1,0,0
SP1,2024-02-05,20:00,Vallecano,Sevilla,1,2,A,1,2,A,22,10,5,6,8,10,6,0,2,2,0,0
SP1,2024-02-09,20:00,Cadiz,Betis,0,2,A,0,1,A,14,13,5,5,12,10,5,3,1,1,0,0
SP1,2024-02-10,20:00,Las Palmas,Valencia,2,0,H,0,0,D,8,7,3,1,9,9,5,0,2,0,0,0
SP1,2024-02-10,15:15,Sociedad,Osasuna,0,1,A,0,0,D,21,9,3,2,11,11,7,4,0,0,0,0
SP1,2024-02-10,13:00,Alaves,Villarreal,1,1,D,1,1,D,17,12,4,4,7,11,10,9,0,2,0,0
SP1,2024-02-10,17:30,Real Madrid,Girona,4,0,H,2,0,H,16,5,6,0,9,12,0,2,1,2,0,0
SP1,2024-02-11,13:00,Getafe,Celta,3,2,H,2,0,H,11,9,4,4,16,13,0,4,1,2,0,0
SP1,2024-02-11,17:30,Sevilla,Ath Madrid,1,0,H,1,0,H,10,16,6,5,8,5,2,7,2,1,0,0
SP1,2024-02-11,20:00,Barcelona,Granada,3,3,D,1,1,D,11,11,6,5,13,9,6,2,1,2,0,0
SP1,2024-02-11,15:15,Mallorca,Vallecano,2,1,H,0,0,D,8,11,5,4,17,11,5,1,4,0,0,0
SP1,2024-02-12,20:00,Almeria,Ath Bilbao,0,0,D,0,0,D,10,12,4,4,17,15,4,10,4,1,1,0
SP1,2024-02-16,20:00,Villarreal,Getafe,1,1,D,0,1,A,20,11,7,2,13,13,8,3,0,1,0,0
SP1,2024-02-17,13:00,Ath Madrid,Las Palmas,5,0,H,2,0,H,13,11,7,2,19,9,3,5,2,2,0,0
SP1,2024-02-17,15:15,Osasuna,Cadiz,2,0,H,0,0,D,11,5,4,1,20,12,5,4,4,2,0,0
SP1,2024-02-17,17:30,Celta,Barcelona,1,2,A,0,1,A,13,14,4,4,11,13,2,5,2,4,0,0
SP1,2024-02-17,20:00,Valencia,Sevilla,0,0,D,0,0,D,14,1,4,1,5,8,7,2,0,1,0,0
SP1,2024-02-18,20:00,Betis,Alaves,0,0,D,0,0,D,13,13,2,4,13,9,6,8,5,2,0,0
SP1,2024-02-18,15:15,Granada,Almeria,1,1,D,0,1,A,19,13,7,3,13,22,10,4,2,3,0,0
SP1,2024-02-18,17:30,Mallorca,Sociedad,1,2,A,1,1,D,4,19,1,5,12,18,3,9,7,5,1,0
SP1,2024-02-18,13:00,Vallecano,Real Madrid,1,1,D,1,1,D,8,11,3,4,17,7,4,10,4,3,0,1
SP1,2024-02-19,20:00,Ath Bilbao,Girona,3,2,H,1,0,H,14,12,7,6,16,13,3,4,1,2,0,0
SP1,2024-02-23,20:00,Sociedad,Villarreal,1,3,A,0,1,A,21,6,8,4,15,14,13,2,3,4,0,0
SP1,2024-02-24,15:15,Barcelona,Getafe,4,0,H,1,0,H,17,10,9,4,12,18,5,8,1,4,0,0
SP1,2024-02-24,17:30,Alaves,Mallorca,1,1,D,0,0,D,9,15,1,8,7,15,3,3,0,2,0,0
SP1,2024-02-24,20:00,Almeria,Ath Madrid,2,2,D,1,1,D,9,18,4,9,13,12,2,7,1,1,0,0
SP1,2024-02-25,13:00,Cadiz,Celta,2,2,D,0,1,A,19,7,6,3,13,20,9,1,2,3,0,0
SP1,2024-02-25,15:15,Betis,Ath Bilbao,3,1,H,2,1,H,13,3,5,1,14,12,5,3,1,6,0,1
SP1,2024-02-25,17:30,Las Palmas,Osasuna,1,1,D,0,0,D,9,6,3,2,6,15,6,7,2,1,0,0
SP1,2024-02-25,20:00,Real Madrid,Sevilla,1,0,H,0,0,D,16,4,6,1,10,13,7,2,1,3,0,0
SP1,2024-02-26,20:00,Girona,Vallecano,3,0,H,0,0,D,14,7,8,1,13,16,2,2,3,5,0,1
SP1,2024-03-01,20:00,Celta,Almeria,1,0,H,0,0,D,15,3,6,0,8,14,7,0,1,2,0,1
SP1,2024-03-02,20:00,Valencia,Real Madrid,2,2,D,2,1,H,12,10,5,5,18,11,2,2,2,3,0,1
SP1,2024-03-02,15:15,Vallecano,Cadiz,1,1,D,0,0,D,9,16,5,5,14,17,4,9,1,1,0,0
SP1,2024-03-02,13:00,Sevilla,Sociedad,3,2,H,2,1,H,12,13,5,4,12,15,2,5,1,2,0,0
SP1,2024-03-02,17:30,Getafe,Las Palmas,3,3,D,3,1,H,16,14,5,5,28,9,4,4,4,1,0,0
SP1,2024-03-03,20:00,Ath Bilbao,Barcelona,0,0,D,0,0,D,8,8,2,2,14,11,4,4,3,3,0,0
SP1,2024-03-03,13:00,Villarreal,Granada,5,1,H,3,0,H,16,9,10,3,12,15,6,4,1,2,0,0
SP1,2024-03-03,15:15,Ath Madrid,Betis,2,1,H,2,0,H,17,12,12,6,9,12,4,6,1,2,0,0
SP1,2024-03-03,17:30,Mallorca,Girona,1,0,H,1,0,H,16,15,2,4,19,9,8,5,5,0,0,0
SP1,2024-03-04,20:00,Osasuna,Alaves,1,0,H,0,0,D,15,10,4,4,15,11,5,5,2,1,0,0
SP1,2024-03-08,20:00,Barcelona,Mallorca,1,0,H,0,0,D,20,9,6,3,9,14,4,1,1,1,0,0
SP1,2024-03-09,13:00,Valencia,Getafe,1,0,H,1,0,H,10,15,3,5,10,19,5,5,2,3,0,0
SP1,2024-03-09,15:15,Cadiz,Ath Madrid,2,0,H,1,0,H,7,8,3,4,20,15,3,1,4,5,0,0
SP1,2024-03-09,17:30,Granada,Sociedad,2,3,A,2,1,H,13,11,6,8,17,11,4,6,1,2,0,0
SP1,2024-03-09,20:00,Girona,Osasuna,2,0,H,1,0,H,11,7,6,1,10,16,5,7,3,3,0,0
SP1,2024-03-10,20:00,Betis,Villarreal,2,3,A,2,1,H,13,6,4,4,12,17,11,4,3,4,1,1
SP1,2024-03-10,13:00,Alaves,Vallecano,1,0,H,1,0,H,12,9,4,3,13,10,7,5,2,2,0,0
SP1,2024-03-10,17:30,Real Madrid,Celta,4,0,H,1,0,H,24,11,13,1,8,13,12,1,2,3,0,0
SP1,2024-03-10,15:15,Las Palmas,Ath Bilbao,0,2,A,0,1,A,14,7,2,2,8,14,10,3,3,3,0,0
SP1,2024-03-11,20:00,Almeria,Sevilla,2,2,D,1,0,H,14,19,4,6,6,11,1,8,2,2,0,0
SP1,2024-03-15,20:00,Sociedad,Cadiz,2,0,H,1,0,H,14,13,6,2,15,6,8,2,3,1,0,0
SP1,2024-03-16,13:00,Mallorca,Granada,1,0,H,0,0,D,18,8,8,3,17,9,10,2,2,0,0,0
SP1,2024-03-16,15:15,Osasuna,Real Madrid,2,4,A,1,2,A,9,17,4,9,18,9,5,7,3,2,0,0
SP1,2024-03-16,17:30,Getafe,Girona,1,0,H,1,0,H,11,13,3,3,16,13,2,5,4,4,0,0
SP1,2024-03-16,20:00,Ath Bilbao,Alaves,2,0,H,2,0,H,16,7,4,3,7,13,5,4,1,3,0,0
SP1,2024-03-17,20:00,Ath Madrid,Barcelona,0,3,A,0,1,A,12,9,3,5,15,9,7,3,3,1,1,0
SP1,2024-03-17,17:30,Vallecano,Betis,2,0,H,1,0,H,8,11,4,1,22,16,4,8,4,4,0,0
SP1,2024-03-17,15:15,Las Palmas,Almeria,0,1,A,0,1,A,21,3,6,2,8,17,11,3,2,2,0,0
SP1,2024-03-17,15:15,Villarreal,Valencia,1,0,H,0,0,D,13,14,7,7,12,12,6,2,5,1,0,0
SP1,2024-03-17,13:00,Sevilla,Celta,1,2,A,1,0,H,11,18,4,5,13,6,3,8,4,0,0,0
SP1,2024-03-29,20:00,Cadiz,Granada,1,0,H,0,0,D,13,10,5,2,17,14,5,2,2,4,0,0
SP1,2024-03-30,13:00,Getafe,Sevilla,0,1,A,0,1,A,18,10,5,3,11,15,7,3,4,5,0,0
SP1,2024-03-30,15:15,Almeria,Osasuna,0,3,A,0,2,A,12,6,5,4,12,14,6,1,3,2,0,0
SP1,2024-03-30,17:30,Valencia,Mallorca,0,0,D,0,0,D,14,11,5,3,8,11,3,3,0,2,0,0
SP1,2024-03-30,20:00,Barcelona,Las Palmas,1,0,H,0,0,D,14,8,2,0,11,9,6,1,5,1,0,1
SP1,2024-03-31,20:00,Real Madrid,Ath Bilbao,2,0,H,1,0,H,9,7,4,3,9,13,4,7,2,1,0,0
SP1,2024-03-31,15:15,Girona,Betis,3,2,H,1,1,D,9,7,5,4,13,14,5,4,3,4,0,0
SP1,2024-03-31,17:30,Alaves,Sociedad,0,1,A,0,0,D,3,12,0,3,10,15,3,8,2,2,0,0
SP1,2024-03-31,13:00,Celta,Vallecano,0,0,D,0,0,D,13,8,0,2,12,16,3,2,3,3,0,0
SP1,2024-04-01,20:00,Villarreal,Ath Madrid,1,2,A,0,1,A,11,14,2,8,14,22,3,3,3,3,0,0
SP1,2024-04-04,19:00,Granada,Valencia,0,1,A,0,0,D,13,6,3,2,20,15,5,4,3,1,0,0
SP1,2024-04-12,20:00,Betis,Celta,2,1,H,0,0,D,15,12,3,5,7,10,6,5,1,0,0,0
SP1,2024-04-13,13:00,Ath Madrid,Girona,3,1,H,2,1,H,17,12,4,5,18,12,2,0,3,2,0,0
SP1,2024-04-13,15:15,Vallecano,Getafe,0,0,D,0,0,D,11,7,2,0,17,19,3,0,4,6,0,0
SP1,2024-04-13,17:30,Mallorca,Real Madrid,0,1,A,0,0,D,6,16,2,9,18,7,4,2,2,1,0,0
SP1,2024-04-13,20:00,Cadiz,Barcelona,0,1,A,0,1,A,14,12,3,2,17,15,8,4,3,3,0,0
SP1,2024-04-14,20:00,Sociedad,Almeria,2,2,D,1,1,D,17,7,4,3,16,8,5,1,2,2,1,0
SP1,2024-04-14,17:30,Ath Bilbao,Villarreal,1,1,D,0,0,D,13,10,6,2,13,12,3,1,3,3,0,1
SP1,2024-04-14,15:15,Granada,Alaves,2,0,H,2,0,H,9,8,3,3,16,11,1,5,3,2,0,0
SP1,2024-04-14,13:00,Las Palmas,Sevilla,0,2,A,0,1,A,5,10,2,3,8,13,6,2,3,3,1,0
SP1,2024-04-15,20:00,Osasuna,Valencia,0,1,A,0,1,A,13,4,2,3,10,10,4,1,0,2,0,0
SP1,2024-04-19,20:00,Ath Bilbao,Granada,1,1,D,1,1,D,17,5,6,0,11,15,11,4,4,2,0,0
SP1,2024-04-20,20:00,Girona,Cadiz,4,1,H,2,0,H,10,12,5,5,11,14,2,4,1,2,0,0
SP1,2024-04-20,15:15,Vallecano,Osasuna,2,1,H,0,1,A,17,6,6,2,9,15,5,1,4,1,0,0
SP1,2024-04-20,13:00,Celta,Las Palmas,4,1,H,2,1,H,21,9,13,4,10,9,8,4,1,0,0,0
SP1,2024-04-20,17:30,Valencia,Betis,1,2,A,0,1,A,8,12,5,6,18,10,7,6,2,3,0,0
SP1,2024-04-21,13:00,Getafe,Sociedad,1,1,D,1,1,D,6,7,4,3,12,18,0,4,0,2,0,0
SP1,2024-04-21,15:15,Almeria,Villarreal,1,2,A,1,1,D,24,11,5,3,10,16,5,2,3,4,1,0
SP1,2024-04-21,17:30,Alaves,Ath Madrid,2,0,H,1,0,H,8,15,3,4,20,12,1,11,5,3,0,0
SP1,2024-04-21,20:00,Real Madrid,Barcelona,3,2,H,1,1,D,14,14,8,6,11,12,2,8,3,2,0,0
SP1,2024-04-22,20:00,Sevilla,Mallorca,2,1,H,0,0,D,11,8,4,6,10,8,4,4,0,2,0,0
SP1,2024-04-26,20:00,Sociedad,Real Madrid,0,1,A,0,1,A,9,5,3,3,13,11,11,3,3,4,0,0
SP1,2024-04-27,13:00,Las Palmas,Girona,0,2,A,0,1,A,10,6,5,3,12,10,4,2,1,3,0,0
SP1,2024-04-27,15:15,Almeria,Getafe,1,3,A,1,1,D,21,8,11,5,15,31,9,2,5,4,1,0
SP1,2024-04-27,17:30,Alaves,Celta,3,0,H,0,0,D,16,4,8,0,10,9,8,3,3,3,0,0
SP1,2024-04-27,20:00,Ath Madrid,Ath Bilbao,3,1,H,1,1,D,8,7,3,1,16,15,3,5,3,2,0,0
SP1,2024-04-28,17:30,Villarreal,Vallecano,3,0,H,1,0,H,15,20,7,4,15,8,3,6,2,1,0,0
SP1,2024-04-28,20:00,Betis,Sevilla,1,1,D,1,0,H,15,10,5,1,9,20,4,6,3,5,0,0
SP1,2024-04-28,15:15,Granada,Osasuna,3,0,H,1,0,H,12,11,4,2,17,5,0,6,4,0,0,0
SP1,2024-04-28,13:00,Cadiz,Mallorca,1,1,D,0,1,A,10,9,2,2,14,21,3,1,3,2,0,0
SP1,2024-04-29,20:00,Barcelona,Valencia,4,2,H,1,2,A,27,5,13,3,12,5,15,1,1,0,0,1
SP1,2024-05-03,20:00,Getafe,Ath Bilbao,0,2,A,0,1,A,34,7,9,2,6,9,10,6,0,2,0,2
SP1,2024-05-04,15:15,Real Madrid,Cadiz,3,0,H,0,0,D,19,7,9,2,6,12,7,4,0,1,0,0
SP1,2024-05-04,17:30,Girona,Barcelona,4,2,H,1,2,A,9,16,7,7,11,8,5,4,0,3,0,0
SP1,2024-05-04,20:00,Mallorca,Ath Madrid,0,1,A,0,1,A,7,9,4,4,12,7,6,2,2,0,0,0
SP1,2024-05-04,13:00,Sociedad,Las Palmas,2,0,H,2,0,H,9,7,4,1,12,11,7,2,2,1,0,0
SP1,2024-05-05,13:00,Osasuna,Betis,0,2,A,0,2,A,12,10,2,4,13,13,8,5,2,2,1,0
SP1,2024-05-05,15:15,Celta,Villarreal,3,2,H,2,1,H,23,11,7,3,11,5,2,1,4,0,0,1
SP1,2024-05-05,17:30,Valencia,Alaves,0,1,A,0,0,D,13,14,1,4,9,17,5,7,1,3,0,0
SP1,2024-05-05,20:00,Sevilla,Granada,3,0,H,1,0,H,11,8,5,3,15,13,5,4,2,2,0,0
SP1,2024-05-05,20:00,Vallecano,Almeria,0,1,A,0,1,A,27,7,10,2,17,15,9,2,3,2,0,0
SP1,2024-05-10,20:00,Alaves,Girona,2,2,D,1,2,A,14,15,8,5,13,6,5,3,3,2,0,0
SP1,2024-05-11,13:00,Mallorca,Las Palmas,1,0,H,1,0,H,7,7,2,1,18,10,2,2,6,2,0,0
SP1,2024-05-11,15:15,Villarreal,Sevilla,3,2,H,1,2,A,25,8,7,4,12,14,10,1,3,5,0,0
SP1,2024-05-11,17:30,Granada,Real Madrid,0,4,A,0,2,A,12,13,1,7,11,10,8,5,2,0,0,0
SP1,2024-05-11,20:00,Ath Bilbao,Osasuna,2,2,D,0,1,A,15,13,6,3,9,14,8,6,2,4,0,0
SP1,2024-05-12,20:00,Betis,Almeria,3,2,H,2,1,H,14,14,7,7,9,10,3,5,0,2,0,0
SP1,2024-05-12,13:00,Cadiz,Getafe,1,0,H,1,0,H,13,10,6,4,23,16,6,2,5,2,0,0
SP1,2024-05-12,15:15,Ath Madrid,Celta,1,0,H,0,0,D,21,6,8,2,7,9,4,7,1,1,0,0
SP1,2024-05-12,17:30,Valencia,Vallecano,0,0,D,0,0,D,13,12,5,1,14,21,6,3,1,2,0,0
SP1,2024-05-13,20:00,Barcelona,Sociedad,2,0,H,1,0,H,14,10,5,3,12,14,6,2,2,3,0,0
SP1,2024-05-14,18:30,Osasuna,Mallorca,1,1,D,1,0,H,10,10,4,4,12,11,2,4,0,1,0,0
SP1,2024-05-14,20:30,Real Madrid,Alaves,5,0,H,3,0,H,22,18,11,10,6,12,4,1,1,1,0,0
SP1,2024-05-14,21:00,Girona,Villarreal,0,1,A,0,0,D,22,11,5,3,3,14,5,1,1,5,0,1
SP1,2024-05-15,18:30,Sevilla,Cadiz,0,1,A,0,0,D,14,19,3,7,13,11,1,9,6,2,0,0
SP1,2024-05-15,21:00,Celta,Ath Bilbao,2,1,H,0,1,A,10,7,4,2,15,14,2,3,2,0,0,0
SP1,2024-05-15,21:00,Getafe,Ath Madrid,0,3,A,0,2,A,8,7,3,3,17,7,6,3,4,3,0,0
SP1,2024-05-15,18:30,Vallecano,Granada,2,1,H,1,0,H,18,10,9,1,12,17,6,6,4,3,1,0
SP1,2024-05-16,18:30,Las Palmas,Betis,2,2,D,1,1,D,16,6,9,4,9,12,4,8,2,1,0,0
SP1,2024-05-16,20:30,Almeria,Barcelona,0,2,A,0,1,A,12,16,3,7,9,11,4,7,0,1,0,0
SP1,2024-05-16,21:00,Sociedad,Valencia,1,0,H,1,0,H,10,7,5,3,11,13,3,3,0,2,0,0
SP1,2024-05-18,20:00,Alaves,Getafe,1,0,H,1,0,H,9,10,2,4,13,27,2,1,5,7,0,1
SP1,2024-05-19,18:00,Ath Bilbao,Sevilla,2,0,H,2,0,H,15,9,6,4,12,5,8,3,1,1,0,0
SP1,2024-05-19,18:00,Villarreal,Real Madrid,4,4,D,1,4,A,21,12,7,6,15,12,3,3,3,2,0,0
SP1,2024-05-19,18:00,Betis,Sociedad,0,2,A,0,2,A,18,5,9,2,12,18,6,2,3,4,0,0
SP1,2024-05-19,18:00,Cadiz,Las Palmas,0,0,D,0,0,D,10,9,3,1,13,12,5,3,3,1,1,0
SP1,2024-05-19,18:00,Granada,Celta,1,2,A,0,0,D,11,8,3,5,15,12,10,2,2,1,0,0
SP1,2024-05-19,18:00,Mallorca,Almeria,2,2,D,1,1,D,29,7,8,3,9,9,12,2,2,3,0,0
SP1,2024-05-19,18:00,Valencia,Girona,1,3,A,0,1,A,20,18,6,5,10,8,5,4,2,0,0,0
SP1,2024-05-19,18:00,Ath Madrid,Osasuna,1,4,A,0,1,A,15,15,2,6,12,9,7,5,2,2,0,0
SP1,2024-05-19,18:00,Barcelona,Vallecano,3,0,H,1,0,H,14,15,6,4,10,7,7,5,4,2,0,0
SP1,2024-05-24,20:00,Girona,Granada,7,0,H,3,0,H,16,10,9,2,6,13,4,2,3,5,0,1
SP1,2024-05-25,17:30,Vallecano,Ath Bilbao,0,1,A,0,0,D,17,7,4,1,6,13,8,2,1,1,0,0
SP1,2024-05-25,17:30,Almeria,Cadiz,6,1,H,0,1,A,27,12,12,4,4,9,1,4,2,2,0,0
SP1,2024-05-25,13:00,Osasuna,Villarreal,1,1,D,1,0,H,12,11,6,3,13,6,6,4,4,3,0,0
SP1,2024-05-25,20:00,Real Madrid,Betis,0,0,D,0,0,D,13,11,5,3,8,11,4,5,2,1,0,0
SP1,2024-05-25,15:15,Sociedad,Ath Madrid,0,2,A,0,1,A,14,10,4,4,19,15,8,4,3,5,0,1
SP1,2024-05-26,15:15,Las Palmas,Alaves,1,1,D,0,0,D,10,14,4,4,16,10,2,6,2,1,0,0
SP1,2024-05-26,20:00,Sevilla,Barcelona,1,2,A,1,1,D,15,11,6,6,11,9,6,5,2,1,0,0
SP1,2024-05-26,15:15,Celta,Valencia,2,2,D,0,1,A,9,12,4,1,17,18,2,2,0,0,0,0
SP1,2024-05-26,13:00,Getafe,Mallorca,1,2,A,0,0,D,16,9,6,4,12,10,3,4,0,2,0,0
SP1,2024-08-15,18:00,Ath Bilbao,Getafe,1,1,D,1,0,H,7,9,4,2,15,12,5,6,4,1,0,0
SP1,2024-08-15,20:30,Betis,Girona,1,1,D,1,0,H,19,13,4,2,11,7,4,4,2,0,0,0
SP1,2024-08-16,18:00,Celta,Alaves,2,1,H,0,1,A,6,10,4,2,8,23,3,3,3,2,0,0
SP1,2024-08-16,20:30,Las Palmas,Sevilla,2,2,D,1,1,D,13,16,5,5,12,13,6,3,0,0,0,0
SP1,2024-08-17,18:00,Osasuna,Leganes,1,1,D,0,1,A,16,10,5,4,14,12,6,4,3,2,0,0
SP1,2024-08-17,20:30,Valencia,Barcelona,1,2,A,1,1,D,6,18,1,8,11,13,3,8,2,3,0,0
SP1,2024-08-18,20:30,Mallorca,Real Madrid,1,1,D,0,1,A,12,13,5,4,11,6,8,7,1,0,0,1
SP1,2024-08-18,18:00,Sociedad,Vallecano,1,2,A,0,0,D,11,12,5,5,14,21,10,5,2,4,0,0
SP1,2024-08-19,20:30,Villarreal,Ath Madrid,2,2,D,2,2,D,8,10,3,5,6,10,2,3,1,3,0,0
SP1,2024-08-19,18:00,Valladolid,Espanol,1,0,H,1,0,H,12,10,3,2,15,8,3,2,2,2,0,0
SP1,2024-08-23,18:00,Celta,Valencia,3,1,H,2,1,H,7,13,5,5,9,11,4,7,3,0,0,0
SP1,2024-08-23,20:30,Sevilla,Villarreal,1,2,A,1,1,D,15,6,9,5,15,7,7,2,3,5,0,0
SP1,2024-08-24,16:00,Osasuna,Mallorca,1,0,H,0,0,D,15,11,5,2,10,8,5,4,2,1,0,0
SP1,2024-08-24,18:00,Barcelona,Ath Bilbao,2,1,H,1,1,D,13,9,5,2,11,16,5,6,4,5,0,0
SP1,2024-08-24,20:30,Espanol,Sociedad,0,1,A,0,0,D,13,8,3,4,14,18,7,4,2,2,0,0
SP1,2024-08-24,20:30,Getafe,Vallecano,0,0,D,0,0,D,12,3,0,1,16,18,3,2,1,2,0,0
SP1,2024-08-25,18:00,Leganes,Las Palmas,2,1,H,0,0,D,10,10,5,5,11,10,3,7,1,1,0,0
SP1,2024-08-25,16:00,Real Madrid,Valladolid,3,0,H,0,0,D,17,8,9,2,10,15,5,5,1,1,0,0
SP1,2024-08-25,20:30,Ath Madrid,Girona,3,0,H,1,0,H,11,13,6,5,11,10,1,9,1,3,0,0
SP1,2024-08-25,18:15,Alaves,Betis,0,0,D,0,0,D,3,13,1,3,16,13,3,8,1,4,1,0
SP1,2024-08-26,20:30,Villarreal,Celta,4,3,H,1,2,A,22,18,9,8,8,6,7,4,4,3,0,0
SP1,2024-08-27,20:30,Vallecano,Barcelona,1,2,A,1,0,H,8,22,4,5,17,11,6,6,3,1,0,0
SP1,2024-08-27,18:00,Mallorca,Sevilla,0,0,D,0,0,D,12,16,4,7,15,10,5,9,0,1,0,1
SP1,2024-08-28,20:30,Ath Madrid,Espanol,0,0,D,0,0,D,24,8,7,1,6,9,9,3,0,2,0,0
SP1,2024-08-28,18:00,Ath Bilbao,Valencia,1,0,H,1,0,H,13,2,4,0,14,9,5,3,1,3,0,0
SP1,2024-08-28,18:00,Valladolid,Leganes,0,0,D,0,0,D,12,8,2,1,13,19,4,4,1,5,0,0
SP1,2024-08-28,20:30,Sociedad,Alaves,1,2,A,1,1,D,8,12,1,5,16,12,8,6,4,4,1,0
SP1,2024-08-29,18:00,Girona,Osasuna,4,0,H,1,0,H,10,1,5,0,10,9,5,0,0,0,0,0
SP1,2024-08-29,20:30,Las Palmas,Real Madrid,1,1,D,1,0,H,7,25,3,8,16,13,2,6,0,2,0,0
SP1,2024-08-31,18:15,Espanol,Vallecano,2,1,H,1,1,D,10,17,5,5,14,16,3,7,3,2,0,0
SP1,2024-08-31,20:30,Leganes,Mallorca,0,1,A,0,1,A,4,12,2,3,11,17,1,3,1,3,0,0
SP1,2024-08-31,20:30,Valencia,Villarreal,1,1,D,1,1,D,22,9,6,3,15,11,14,3,3,5,0,1
SP1,2024-08-31,16:00,Barcelona,Valladolid,7,0,H,3,0,H,23,5,10,2,6,12,10,1,0,3,0,0
SP1,2024-08-31,18:00,Ath Bilbao,Ath Madrid,0,1,A,0,0,D,8,9,1,2,13,9,2,2,3,1,0,0
SP1,2024-09-01,16:00,Alaves,Las Palmas,2,0,H,1,0,H,15,12,5,7,13,9,6,5,3,0,0,0
SP1,2024-09-01,16:00,Osasuna,Celta,3,2,H,2,1,H,10,12,4,3,19,10,6,3,2,0,0,1
SP1,2024-09-01,18:00,Sevilla,Girona,0,2,A,0,1,A,16,11,5,4,6,14,7,5,3,2,0,0
SP1,2024-09-01,18:15,Getafe,Sociedad,0,0,D,0,0,D,16,1,1,0,14,16,4,1,1,1,0,0
SP1,2024-09-01,20:30,Real Madrid,Betis,2,0,H,0,0,D,20,12,8,2,8,16,7,3,2,0,0,0
SP1,2024-09-13,20:00,Betis,Leganes,2,0,H,0,0,D,14,3,5,0,11,18,11,1,1,2,0,0
SP1,2024-09-14,20:00,Sociedad,Real Madrid,0,2,A,0,0,D,11,16,2,7,12,9,6,6,4,1,0,0
SP1,2024-09-14,17:30,Sevilla,Getafe,1,0,H,1,0,H,10,15,4,4,19,15,3,4,3,4,1,0
SP1,2024-09-14,13:00,Mallorca,Villarreal,1,2,A,0,1,A,10,21,5,4,11,10,7,6,3,3,1,0
SP1,2024-09-14,15:15,Espanol,Alaves,3,2,H,1,1,D,9,19,4,6,17,14,0,5,2,3,0,0
SP1,2024-09-15,13:00,Celta,Valladolid,3,1,H,2,0,H,14,6,7,1,14,15,5,3,3,5,0,1
SP1,2024-09-15,15:15,Girona,Barcelona,1,4,A,0,2,A,9,20,4,9,13,4,1,6,3,2,0,1
SP1,2024-09-15,17:30,Las Palmas,Ath Bilbao,2,3,A,0,2,A,15,9,6,4,8,12,9,3,1,2,0,1
SP1,2024-09-15,20:00,Ath Madrid,Valencia,3,0,H,1,0,H,14,5,5,1,10,8,7,3,1,2,0,0
SP1,2024-09-16,20:00,Vallecano,Osasuna,3,1,H,0,1,A,17,5,6,2,12,15,7,4,3,2,0,0
SP1,2024-09-17,18:00,Mallorca,Sociedad,1,0,H,1,0,H,10,13,4,4,5,10,5,5,1,1,0,0
SP1,2024-09-18,18:00,Betis,Getafe,2,1,H,0,0,D,18,15,8,5,10,20,8,4,3,5,0,0
SP1,2024-09-19,18:00,Leganes,Ath Bilbao,0,2,A,0,0,D,14,10,3,4,12,11,4,7,3,0,0,0
SP1,2024-09-20,20:00,Alaves,Sevilla,2,1,H,1,0,H,10,8,4,2,11,16,3,5,1,4,0,0
SP1,2024-09-21,20:00,Real Madrid,Espanol,4,1,H,0,0,D,31,10,14,2,7,5,9,4,4,3,0,0
SP1,2024-09-21,15:15,Osasuna,Las Palmas,2,1,H,1,1,D,13,11,2,4,14,11,2,4,2,5,0,0
SP1,2024-09-21,13:00,Valladolid,Sociedad,0,0,D,0,0,D,15,14,2,4,15,12,5,7,4,4,0,0
SP1,2024-09-21,17:30,Valencia,Girona,2,0,H,0,0,D,7,8,2,3,13,10,5,4,3,2,0,0
SP1,2024-09-22,20:00,Vallecano,Ath Madrid,1,1,D,1,0,H,15,10,3,5,9,12,3,4,0,0,0,0
SP1,2024-09-22,13:00,Getafe,Leganes,1,1,D,0,0,D,12,6,3,3,16,17,6,2,3,2,0,0
SP1,2024-09-22,15:15,Ath Bilbao,Celta,3,1,H,2,1,H,10,11,7,4,16,11,3,6,3,2,0,0
